Time, Projected Occupancy,  num_parked_ios, num_parked_android, num_parked
08/24 12:51 PM,27 %,3,0,3
08/24 12:57 PM,27 %,3,0,3
08/24 02:08 PM,36 %,4,0,4
08/24 02:29 PM,36 %,4,0,4
08/24 02:33 PM,36 %,4,0,4
08/24 02:48 PM,36 %,4,0,4
08/24 02:59 PM,27 %,3,0,3
08/24 03:13 PM,36 %,4,0,4
08/24 03:21 PM,36 %,4,0,4
08/24 03:52 PM,27 %,3,0,3
08/24 04:25 PM,27 %,3,0,3
08/24 04:27 PM,27 %,3,0,3
08/24 04:28 PM,36 %,4,0,4
08/24 04:29 PM,27 %,3,0,3
08/24 04:32 PM,18 %,2,0,2
08/24 05:01 PM,18 %,2,0,2
08/24 05:07 PM,18 %,2,0,2
08/25 07:17 AM,27 %,3,0,3
08/25 07:17 AM,18 %,2,0,2
08/25 07:25 AM,27 %,3,0,3
08/25 07:26 AM,27 %,3,0,3
08/25 07:27 AM,18 %,2,0,2
08/25 07:44 AM,17 %,2,0,2
08/25 07:50 AM,25 %,3,0,3
08/25 07:53 AM,25 %,3,0,3
08/25 08:03 AM,25 %,3,0,3
08/25 08:11 AM,9 %,1,0,1
08/25 08:29 AM,18 %,2,0,2
08/25 08:30 AM,18 %,2,0,2
08/25 08:34 AM,18 %,2,0,2
08/25 09:07 AM,9 %,1,0,1
08/25 10:22 AM,18 %,2,0,2
08/25 10:25 AM,9 %,1,0,1
08/25 10:57 AM,9 %,1,0,1
08/25 11:41 AM,27 %,3,0,3
08/25 11:56 AM,18 %,2,0,2
08/25 12:11 PM,18 %,2,0,2
08/25 12:43 PM,9 %,1,0,1
