Time, Projected Occupancy,  num_parked_ios, num_parked_android, num_parked
02/28 08:59 AM,44 %,7,0,7
02/28 09:40 PM,50 %,8,0,8
02/28 09:42 PM,44 %,7,0,7
03/01 04:52 AM,44 %,7,0,7
03/01 07:16 AM,38 %,6,0,6
03/01 07:32 AM,38 %,6,0,6
03/01 07:48 AM,44 %,7,0,7
03/01 08:17 AM,50 %,8,0,8
03/01 08:24 AM,56 %,9,0,9
03/01 08:29 AM,44 %,7,0,7
03/01 08:30 AM,44 %,7,0,7
03/01 08:46 AM,44 %,7,0,7
03/01 09:16 AM,50 %,8,0,8
03/01 09:21 AM,56 %,9,0,9
03/01 09:21 AM,63 %,10,0,10
03/01 09:22 AM,56 %,9,0,9
03/01 09:33 AM,50 %,8,0,8
03/01 09:44 AM,56 %,9,0,9
03/01 09:45 AM,63 %,10,0,10
03/01 09:45 AM,69 %,11,0,11
03/01 10:04 AM,75 %,12,0,12
03/01 10:16 AM,81 %,13,0,13
03/01 10:19 AM,75 %,12,0,12
03/01 10:23 AM,69 %,11,0,11
03/01 10:35 AM,75 %,12,0,12
03/01 11:27 AM,63 %,10,0,10
03/01 12:48 PM,63 %,10,0,10
03/01 01:02 PM,56 %,9,0,9
03/01 01:31 PM,50 %,8,0,8
03/01 02:11 PM,44 %,7,0,7
03/01 02:30 PM,38 %,6,0,6
03/01 02:31 PM,38 %,6,0,6
03/01 02:44 PM,44 %,7,0,7
03/01 03:42 PM,50 %,8,0,8
03/01 03:45 PM,44 %,7,0,7
03/01 04:06 PM,50 %,8,0,8
03/01 05:21 PM,44 %,7,0,7
03/01 05:22 PM,38 %,6,0,6
03/01 05:29 PM,31 %,5,0,5
03/01 08:51 PM,38 %,6,0,6
03/01 10:33 PM,25 %,4,0,4
03/02 07:17 AM,31 %,5,0,5
03/02 07:39 AM,31 %,5,0,5
03/02 08:16 AM,38 %,6,0,6
03/02 08:23 AM,38 %,6,0,6
03/02 08:28 AM,31 %,5,0,5
03/02 08:37 AM,38 %,6,0,6
03/02 08:49 AM,38 %,6,0,6
03/02 10:15 AM,44 %,7,0,7
03/02 10:20 AM,38 %,6,0,6
03/02 10:57 AM,44 %,7,0,7
03/02 10:58 AM,38 %,6,0,6
03/02 11:07 AM,44 %,7,0,7
03/02 11:08 AM,38 %,6,0,6
03/02 11:44 AM,44 %,7,0,7
03/02 12:09 PM,38 %,6,0,6
03/02 12:30 PM,44 %,7,0,7
03/02 12:32 PM,38 %,6,0,6
03/02 02:35 PM,38 %,6,0,6
03/02 02:46 PM,44 %,7,0,7
03/02 02:48 PM,38 %,6,0,6
03/02 02:59 PM,44 %,7,0,7
03/02 03:03 PM,38 %,6,0,6
03/02 03:15 PM,31 %,5,0,5
03/02 04:11 PM,38 %,6,0,6
03/02 04:26 PM,31 %,5,0,5
03/02 05:08 PM,25 %,4,0,4
03/02 05:55 PM,19 %,3,0,3
03/02 06:21 PM,13 %,2,0,2
03/02 09:26 PM,19 %,3,0,3
03/02 11:19 PM,13 %,2,0,2
03/03 01:24 AM,6 %,1,0,1
03/03 04:52 AM,13 %,2,0,2
03/03 04:52 AM,7 %,1,0,1
03/03 07:23 AM,13 %,2,0,2
03/03 08:14 AM,20 %,3,0,3
03/03 08:21 AM,27 %,4,0,4
03/03 08:31 AM,27 %,4,0,4
03/03 09:04 AM,33 %,5,0,5
03/03 09:05 AM,33 %,5,0,5
03/03 09:21 AM,40 %,6,0,6
03/03 09:23 AM,47 %,7,0,7
03/03 09:27 AM,40 %,6,0,6
03/03 10:10 AM,53 %,8,0,8
03/03 10:13 AM,53 %,8,0,8
03/03 10:18 AM,60 %,9,0,9
03/03 10:18 AM,71 %,10,0,10
03/03 10:30 AM,79 %,11,0,11
03/03 10:37 AM,64 %,9,0,9
03/03 11:29 AM,57 %,8,0,8
03/03 11:42 AM,50 %,7,0,7
03/03 11:43 AM,57 %,8,0,8
03/03 11:56 AM,50 %,7,0,7
03/03 12:31 PM,57 %,8,0,8
03/03 01:00 PM,57 %,8,0,8
03/03 01:15 PM,64 %,9,0,9
03/03 01:17 PM,57 %,8,0,8
03/03 01:44 PM,50 %,7,0,7
03/03 02:49 PM,43 %,6,0,6
03/03 03:30 PM,36 %,5,0,5
03/03 05:08 PM,29 %,4,0,4
03/03 05:40 PM,21 %,3,0,3
03/03 05:56 PM,0 %,0,0,0
03/05 11:42 AM,7 %,1,0,1
03/05 02:50 PM,7 %,1,0,1
03/05 10:30 PM,0 %,0,0,0
03/06 04:52 AM,7 %,1,0,1
03/06 06:56 AM,14 %,2,0,2
03/06 07:28 AM,21 %,3,0,3
03/06 07:30 AM,29 %,4,0,4
03/06 07:35 AM,21 %,3,0,3
03/06 08:20 AM,29 %,4,0,4
03/06 08:28 AM,43 %,6,0,6
03/06 08:29 AM,50 %,7,0,7
03/06 08:41 AM,57 %,8,0,8
03/06 08:44 AM,50 %,7,0,7
03/06 09:24 AM,57 %,8,0,8
03/06 09:59 AM,64 %,9,0,9
03/06 10:01 AM,64 %,9,0,9
03/06 10:06 AM,57 %,8,0,8
03/06 10:29 AM,50 %,7,0,7
03/06 10:38 AM,57 %,8,0,8
03/06 10:50 AM,64 %,9,0,9
03/06 10:53 AM,57 %,8,0,8
03/06 11:12 AM,50 %,7,0,7
03/06 11:26 AM,43 %,6,0,6
03/06 12:55 PM,50 %,7,0,7
03/06 12:59 PM,57 %,8,0,8
03/06 01:02 PM,64 %,9,0,9
03/06 01:26 PM,71 %,10,0,10
03/06 02:09 PM,64 %,9,0,9
03/06 02:13 PM,57 %,8,0,8
03/06 02:26 PM,50 %,7,0,7
03/06 02:37 PM,43 %,6,0,6
03/06 02:56 PM,36 %,5,0,5
03/06 04:04 PM,29 %,4,0,4
03/06 04:35 PM,36 %,5,0,5
03/06 04:50 PM,29 %,4,0,4
03/06 05:22 PM,21 %,3,0,3
03/06 05:27 PM,29 %,4,0,4
03/06 05:43 PM,29 %,4,0,4
03/06 06:03 PM,29 %,4,0,4
03/06 07:22 PM,29 %,4,0,4
03/06 08:03 PM,29 %,4,0,4
03/06 08:12 PM,21 %,3,0,3
03/06 09:07 PM,14 %,2,0,2
03/06 10:41 PM,7 %,1,0,1
03/07 07:05 AM,14 %,2,0,2
03/07 07:17 AM,21 %,3,0,3
03/07 07:44 AM,21 %,3,0,3
03/07 08:37 AM,29 %,4,0,4
03/07 08:40 AM,36 %,5,0,5
03/07 09:36 AM,43 %,6,0,6
03/07 09:51 AM,50 %,7,0,7
03/07 09:53 AM,43 %,6,0,6
03/07 11:39 AM,50 %,7,0,7
03/07 12:20 PM,57 %,8,0,8
03/07 12:41 PM,57 %,8,0,8
03/07 01:27 PM,64 %,9,0,9
03/07 01:40 PM,64 %,9,0,9
03/07 02:12 PM,57 %,8,0,8
03/07 02:23 PM,71 %,10,0,10
03/07 02:25 PM,64 %,9,0,9
03/07 02:33 PM,57 %,8,0,8
03/07 02:35 PM,64 %,9,0,9
03/07 02:37 PM,57 %,8,0,8
03/07 02:49 PM,71 %,10,0,10
03/07 02:52 PM,71 %,10,0,10
03/07 02:54 PM,79 %,11,0,11
03/07 03:09 PM,64 %,9,0,9
03/07 03:39 PM,57 %,8,0,8
03/07 04:06 PM,50 %,7,0,7
03/07 04:10 PM,64 %,9,0,9
03/07 04:15 PM,50 %,7,0,7
03/07 04:27 PM,64 %,9,0,9
03/07 04:34 PM,50 %,7,0,7
03/07 05:09 PM,43 %,6,0,6
03/07 06:05 PM,29 %,4,0,4
03/07 06:40 PM,21 %,3,0,3
03/08 06:50 AM,29 %,4,0,4
03/08 06:53 AM,29 %,4,0,4
03/08 07:10 AM,29 %,4,0,4
03/08 07:18 AM,21 %,3,0,3
03/08 08:26 AM,29 %,4,0,4
03/08 08:27 AM,29 %,4,0,4
03/08 08:34 AM,36 %,5,0,5
03/08 08:35 AM,43 %,6,0,6
03/08 08:39 AM,50 %,7,0,7
03/08 08:49 AM,57 %,8,0,8
03/08 09:16 AM,50 %,7,0,7
03/08 09:23 AM,43 %,6,0,6
03/08 09:27 AM,50 %,7,0,7
03/08 09:36 AM,57 %,8,0,8
03/08 09:59 AM,64 %,9,0,9
03/08 10:16 AM,71 %,10,0,10
03/08 10:28 AM,71 %,10,0,10
03/08 11:24 AM,64 %,9,0,9
03/08 11:28 AM,57 %,8,0,8
03/08 11:56 AM,64 %,9,0,9
03/08 12:16 PM,64 %,9,0,9
03/08 01:49 PM,79 %,11,0,11
03/08 02:39 PM,71 %,10,0,10
03/08 03:16 PM,79 %,11,0,11
03/08 03:18 PM,71 %,10,0,10
03/08 04:12 PM,79 %,11,0,11
03/08 05:08 PM,71 %,10,0,10
03/08 05:16 PM,79 %,11,0,11
03/08 05:17 PM,64 %,9,0,9
03/08 05:42 PM,57 %,8,0,8
03/08 05:53 PM,64 %,9,0,9
03/08 06:41 PM,50 %,7,0,7
03/08 06:41 PM,57 %,8,0,8
03/08 06:49 PM,50 %,7,0,7
03/08 07:47 PM,36 %,5,0,5
03/08 10:30 PM,29 %,4,0,4
03/09 12:23 AM,36 %,5,0,5
03/09 01:45 AM,29 %,4,0,4
03/09 07:19 AM,36 %,5,0,5
03/09 07:20 AM,36 %,5,0,5
03/09 07:27 AM,43 %,6,0,6
03/09 08:27 AM,43 %,6,0,6
03/09 09:00 AM,46 %,6,0,6
03/09 10:19 AM,43 %,6,0,6
03/09 10:20 AM,36 %,5,0,5
03/09 10:31 AM,36 %,5,0,5
03/09 10:35 AM,36 %,5,0,5
03/09 10:39 AM,43 %,6,0,6
03/09 10:44 AM,29 %,4,0,4
03/09 11:12 AM,43 %,6,0,6
03/09 11:44 AM,36 %,5,0,5
03/09 11:47 AM,43 %,6,0,6
03/09 11:48 AM,36 %,5,0,5
03/09 12:21 PM,43 %,6,0,6
03/09 12:47 PM,36 %,5,0,5
03/09 01:08 PM,43 %,6,0,6
03/09 01:11 PM,36 %,5,0,5
03/09 02:26 PM,36 %,5,0,5
03/09 04:40 PM,43 %,6,0,6
03/09 04:55 PM,36 %,5,0,5
03/09 06:33 PM,29 %,4,0,4
03/09 08:37 PM,21 %,3,0,3
03/09 09:45 PM,14 %,2,0,2
03/10 04:54 AM,21 %,3,0,3
03/10 07:48 AM,29 %,4,0,4
03/10 07:54 AM,36 %,5,0,5
03/10 08:28 AM,43 %,6,0,6
03/10 08:43 AM,50 %,7,0,7
03/10 08:45 AM,57 %,8,0,8
03/10 09:28 AM,50 %,7,0,7
03/10 09:35 AM,50 %,7,0,7
03/10 10:31 AM,57 %,8,0,8
03/10 10:38 AM,64 %,9,0,9
03/10 12:27 PM,64 %,9,0,9
03/10 12:34 PM,64 %,9,0,9
03/10 01:11 PM,71 %,10,0,10
03/10 01:14 PM,64 %,9,0,9
03/10 01:20 PM,71 %,10,0,10
03/10 01:22 PM,71 %,10,0,10
03/10 01:29 PM,79 %,11,0,11
03/10 01:31 PM,71 %,10,0,10
03/10 01:33 PM,64 %,9,0,9
03/10 02:26 PM,64 %,9,0,9
03/10 03:16 PM,57 %,8,0,8
03/10 03:25 PM,50 %,7,0,7
03/10 03:34 PM,43 %,6,0,6
03/10 04:11 PM,36 %,5,0,5
03/10 04:32 PM,36 %,5,0,5
03/10 04:37 PM,29 %,4,0,4
03/10 05:04 PM,21 %,3,0,3
03/10 09:23 PM,0 %,0,0,0
03/13 08:13 AM,7 %,1,0,1
03/13 09:55 AM,14 %,2,0,2
03/13 10:50 AM,7 %,1,0,1
03/13 01:53 PM,0 %,0,0,0
03/14 09:46 AM,7 %,1,0,1
03/14 11:16 AM,14 %,2,0,2
03/14 03:58 PM,0 %,0,0,0
03/15 10:00 AM,7 %,1,0,1
03/15 01:35 PM,7 %,1,0,1
03/15 03:33 PM,7 %,1,0,1
03/15 03:37 PM,0 %,0,0,0
03/16 12:53 PM,8 %,1,0,1
03/16 12:54 PM,0 %,0,0,0
03/20 04:52 AM,8 %,1,0,1
03/20 04:53 AM,0 %,0,0,0
03/20 07:21 AM,8 %,1,0,1
03/20 07:28 AM,17 %,2,0,2
03/20 08:26 AM,25 %,3,0,3
03/20 08:43 AM,33 %,4,0,4
03/20 08:47 AM,25 %,3,0,3
03/20 09:13 AM,33 %,4,0,4
03/20 09:29 AM,45 %,5,0,5
03/20 09:56 AM,55 %,6,0,6
03/20 09:57 AM,64 %,7,0,7
03/20 10:12 AM,55 %,6,0,6
03/20 10:13 AM,64 %,7,0,7
03/20 10:19 AM,73 %,8,0,8
03/20 10:33 AM,82 %,9,0,9
03/20 10:33 AM,91 %,10,0,10
03/20 10:39 AM,82 %,9,0,9
03/20 10:59 AM,73 %,8,0,8
03/20 11:31 AM,64 %,7,0,7
03/20 11:34 AM,55 %,6,0,6
03/20 12:10 PM,64 %,7,0,7
03/20 12:15 PM,55 %,6,0,6
03/20 01:17 PM,55 %,6,0,6
03/20 01:41 PM,64 %,7,0,7
03/20 01:49 PM,73 %,8,0,8
03/20 01:51 PM,64 %,7,0,7
03/20 02:24 PM,55 %,6,0,6
03/20 02:30 PM,45 %,5,0,5
03/20 02:38 PM,36 %,4,0,4
03/20 03:11 PM,36 %,4,0,4
03/20 03:11 PM,45 %,5,0,5
03/20 04:00 PM,36 %,4,0,4
03/20 05:00 PM,36 %,4,0,4
03/20 05:30 PM,36 %,4,0,4
03/20 06:21 PM,45 %,5,0,5
03/20 08:02 PM,36 %,4,0,4
03/20 10:23 PM,36 %,4,0,4
03/21 07:21 AM,36 %,4,0,4
03/21 07:23 AM,45 %,5,0,5
03/21 08:39 AM,55 %,6,0,6
03/21 10:12 AM,64 %,7,0,7
03/21 10:17 AM,55 %,6,0,6
03/21 10:18 AM,55 %,6,0,6
03/21 10:20 AM,45 %,5,0,5
03/21 12:06 PM,55 %,6,0,6
03/21 02:33 PM,55 %,6,0,6
03/21 02:51 PM,64 %,7,0,7
03/21 03:01 PM,64 %,7,0,7
03/21 03:14 PM,55 %,6,0,6
03/21 03:37 PM,45 %,5,0,5
03/21 04:11 PM,55 %,6,0,6
03/21 04:27 PM,45 %,5,0,5
03/21 05:54 PM,27 %,3,0,3
03/21 08:23 PM,18 %,2,0,2
03/22 04:52 AM,27 %,3,0,3
03/22 07:22 AM,36 %,4,0,4
03/22 07:35 AM,27 %,3,0,3
03/22 08:25 AM,36 %,4,0,4
03/22 08:26 AM,45 %,5,0,5
03/22 08:43 AM,55 %,6,0,6
03/22 09:23 AM,64 %,7,0,7
03/22 09:48 AM,55 %,6,0,6
03/22 10:16 AM,45 %,5,0,5
03/22 10:27 AM,45 %,5,0,5
03/22 10:30 AM,55 %,6,0,6
03/22 11:25 AM,45 %,5,0,5
03/22 11:34 AM,36 %,4,0,4
03/22 11:49 AM,36 %,4,0,4
03/22 12:59 PM,45 %,5,0,5
03/22 01:17 PM,45 %,5,0,5
03/22 01:18 PM,55 %,6,0,6
03/22 01:19 PM,45 %,5,0,5
03/22 01:22 PM,36 %,4,0,4
03/22 01:27 PM,45 %,5,0,5
03/22 01:35 PM,55 %,6,0,6
03/22 02:09 PM,45 %,5,0,5
03/22 02:16 PM,45 %,5,0,5
03/22 02:21 PM,36 %,4,0,4
03/22 03:37 PM,45 %,5,0,5
03/22 04:13 PM,55 %,6,0,6
03/22 04:17 PM,45 %,5,0,5
03/22 05:27 PM,55 %,6,0,6
03/22 05:52 PM,64 %,7,0,7
03/22 07:02 PM,55 %,6,0,6
03/22 07:10 PM,45 %,5,0,5
03/22 07:39 PM,36 %,4,0,4
03/22 08:04 PM,45 %,5,0,5
03/22 08:17 PM,55 %,6,0,6
03/22 08:31 PM,45 %,5,0,5
03/22 10:46 PM,36 %,4,0,4
03/23 07:20 AM,27 %,3,0,3
03/23 07:21 AM,36 %,4,0,4
03/23 07:24 AM,36 %,4,0,4
03/23 09:03 AM,45 %,5,0,5
03/23 09:08 AM,36 %,4,0,4
03/23 09:12 AM,36 %,4,0,4
03/23 10:25 AM,45 %,5,0,5
03/23 10:26 AM,55 %,6,0,6
03/23 11:39 AM,64 %,7,0,7
03/23 11:46 AM,64 %,7,0,7
03/23 12:56 PM,73 %,8,0,8
03/23 01:27 PM,82 %,9,0,9
03/23 03:01 PM,82 %,9,0,9
03/23 03:56 PM,73 %,8,0,8
03/23 04:00 PM,64 %,7,0,7
03/23 04:13 PM,73 %,8,0,8
03/23 04:14 PM,64 %,7,0,7
03/23 04:14 PM,55 %,6,0,6
03/23 04:21 PM,36 %,4,0,4
03/23 04:36 PM,36 %,4,0,4
03/23 05:20 PM,27 %,3,0,3
03/23 05:27 PM,18 %,2,0,2
03/23 06:14 PM,9 %,1,0,1
03/23 08:43 PM,9 %,1,0,1
03/24 08:32 AM,18 %,2,0,2
03/24 08:42 AM,27 %,3,0,3
03/24 08:55 AM,36 %,4,0,4
03/24 09:16 AM,45 %,5,0,5
03/24 09:24 AM,36 %,4,0,4
03/24 09:27 AM,50 %,5,0,5
03/24 09:34 AM,60 %,6,0,6
03/24 09:44 AM,70 %,7,0,7
03/24 10:09 AM,80 %,8,0,8
03/24 10:25 AM,82 %,9,0,9
03/24 10:30 AM,73 %,8,0,8
03/24 10:40 AM,64 %,7,0,7
03/24 11:19 AM,55 %,6,0,6
03/24 12:36 PM,64 %,7,0,7
03/24 12:37 PM,55 %,6,0,6
03/24 01:26 PM,45 %,5,0,5
03/24 01:26 PM,60 %,6,0,6
03/24 02:00 PM,50 %,5,0,5
03/24 02:15 PM,27 %,3,0,3
03/24 04:48 PM,0 %,0,0,0
03/26 03:10 PM,9 %,1,0,1
03/26 04:25 PM,0 %,0,0,0
03/27 07:17 AM,9 %,1,0,1
03/27 07:23 AM,18 %,2,0,2
03/27 08:00 AM,9 %,1,0,1
03/27 08:01 AM,18 %,2,0,2
03/27 08:19 AM,27 %,3,0,3
03/27 08:29 AM,36 %,4,0,4
03/27 08:59 AM,45 %,5,0,5
03/27 09:17 AM,27 %,3,0,3
03/27 09:36 AM,36 %,4,0,4
03/27 01:20 PM,18 %,2,0,2
03/27 01:24 PM,27 %,3,0,3
03/27 01:25 PM,18 %,2,0,2
03/27 01:30 PM,9 %,1,0,1
03/27 01:35 PM,18 %,2,0,2
03/27 01:47 PM,9 %,1,0,1
03/27 02:42 PM,0 %,0,0,0
03/27 02:47 PM,9 %,1,0,1
03/27 03:48 PM,18 %,2,0,2
03/27 06:36 PM,27 %,3,0,3
03/28 07:11 AM,27 %,3,0,3
03/28 07:20 AM,27 %,3,0,3
03/28 07:32 AM,36 %,4,0,4
03/28 07:34 AM,36 %,4,0,4
03/28 08:34 AM,27 %,3,0,3
03/28 08:37 AM,36 %,4,0,4
03/28 08:47 AM,45 %,5,0,5
03/28 09:52 AM,55 %,6,0,6
03/28 10:09 AM,45 %,5,0,5
03/28 10:11 AM,55 %,6,0,6
03/28 10:35 AM,64 %,7,0,7
03/28 10:50 AM,55 %,6,0,6
03/28 11:35 AM,64 %,7,0,7
03/28 02:27 PM,73 %,8,0,8
03/28 04:18 PM,55 %,6,0,6
03/28 04:35 PM,45 %,5,0,5
03/28 06:14 PM,45 %,5,0,5
03/28 06:25 PM,36 %,4,0,4
03/28 08:19 PM,18 %,2,0,2
03/29 07:20 AM,18 %,2,0,2
03/29 07:23 AM,27 %,3,0,3
03/29 07:30 AM,36 %,4,0,4
03/29 08:03 AM,27 %,3,0,3
03/29 08:11 AM,36 %,4,0,4
03/29 08:28 AM,45 %,5,0,5
03/29 08:30 AM,55 %,6,0,6
03/29 08:36 AM,64 %,7,0,7
03/29 08:44 AM,73 %,8,0,8
03/29 09:54 AM,64 %,7,0,7
03/29 10:20 AM,73 %,8,0,8
03/29 10:23 AM,82 %,9,0,9
03/29 10:24 AM,64 %,7,0,7
03/29 10:36 AM,55 %,6,0,6
03/29 11:26 AM,55 %,6,0,6
03/29 01:10 PM,45 %,5,0,5
03/29 01:15 PM,64 %,7,0,7
03/29 01:31 PM,73 %,8,0,8
03/29 01:43 PM,73 %,8,0,8
03/29 01:45 PM,82 %,9,0,9
03/29 01:58 PM,73 %,8,0,8
03/29 02:08 PM,64 %,7,0,7
03/29 02:22 PM,73 %,8,0,8
03/29 02:58 PM,64 %,7,0,7
03/29 03:13 PM,55 %,6,0,6
03/29 04:03 PM,45 %,5,0,5
03/29 05:30 PM,45 %,5,0,5
03/29 06:50 PM,36 %,4,0,4
03/29 07:28 PM,27 %,3,0,3
03/30 12:13 AM,36 %,4,0,4
03/30 06:27 AM,27 %,3,0,3
03/30 07:21 AM,36 %,4,0,4
03/30 07:23 AM,36 %,4,0,4
03/30 07:26 AM,55 %,6,0,6
03/30 07:30 AM,64 %,7,0,7
03/30 08:40 AM,55 %,6,0,6
03/30 08:52 AM,64 %,7,0,7
03/30 08:54 AM,55 %,6,0,6
03/30 08:59 AM,64 %,7,0,7
03/30 09:06 AM,73 %,8,0,8
03/30 09:56 AM,64 %,7,0,7
03/30 11:08 AM,73 %,8,0,8
03/30 12:11 PM,64 %,7,0,7
03/30 12:13 PM,73 %,8,0,8
03/30 12:29 PM,64 %,7,0,7
03/30 02:18 PM,73 %,8,0,8
03/30 02:38 PM,64 %,7,0,7
03/30 03:01 PM,73 %,8,0,8
03/30 03:02 PM,64 %,7,0,7
03/30 03:05 PM,55 %,6,0,6
03/30 03:09 PM,45 %,5,0,5
03/30 03:12 PM,55 %,6,0,6
03/30 03:23 PM,45 %,5,0,5
03/30 04:20 PM,36 %,4,0,4
03/30 04:38 PM,45 %,5,0,5
03/30 04:59 PM,55 %,6,0,6
03/30 06:04 PM,27 %,3,0,3
03/30 06:16 PM,36 %,4,0,4
03/30 06:21 PM,36 %,4,0,4
03/30 06:31 PM,18 %,2,0,2
03/30 06:32 PM,9 %,1,0,1
03/30 08:07 PM,0 %,0,0,0
03/31 07:07 AM,9 %,1,0,1
03/31 07:42 AM,0 %,0,0,0
03/31 08:51 AM,9 %,1,0,1
03/31 08:57 AM,0 %,0,0,0
03/31 09:19 AM,9 %,1,0,1
03/31 09:29 AM,18 %,2,0,2
03/31 09:45 AM,18 %,2,0,2
03/31 10:35 AM,27 %,3,0,3
03/31 10:36 AM,18 %,2,0,2
03/31 10:57 AM,27 %,3,0,3
03/31 11:32 AM,18 %,2,0,2
03/31 11:34 AM,27 %,3,0,3
03/31 11:45 AM,36 %,4,0,4
03/31 01:09 PM,45 %,5,0,5
03/31 01:33 PM,27 %,3,0,3
03/31 01:46 PM,36 %,4,0,4
03/31 02:07 PM,45 %,5,0,5
03/31 02:09 PM,36 %,4,0,4
03/31 02:52 PM,27 %,3,0,3
03/31 05:42 PM,18 %,2,0,2
03/31 07:13 PM,9 %,1,0,1
03/31 07:46 PM,18 %,2,0,2
03/31 08:34 PM,9 %,1,0,1
03/31 10:55 PM,0 %,0,0,0
04/01 08:03 AM,9 %,1,0,1
04/01 03:40 PM,18 %,2,0,2
04/01 05:01 PM,9 %,1,0,1
04/01 08:24 PM,0 %,0,0,0
04/02 08:09 AM,9 %,1,0,1
04/02 12:49 PM,18 %,2,0,2
04/02 01:13 PM,27 %,3,0,3
04/02 04:11 PM,18 %,2,0,2
04/02 04:15 PM,9 %,1,0,1
04/02 04:24 PM,0 %,0,0,0
04/03 07:49 AM,9 %,1,0,1
04/03 07:53 AM,0 %,0,0,0
04/03 08:19 AM,9 %,1,0,1
04/03 08:29 AM,18 %,2,0,2
04/03 09:06 AM,18 %,2,0,2
04/03 09:40 AM,27 %,3,0,3
04/03 09:52 AM,36 %,4,0,4
04/03 10:06 AM,45 %,5,0,5
04/03 10:10 AM,36 %,4,0,4
04/03 10:12 AM,45 %,5,0,5
04/03 10:14 AM,36 %,4,0,4
04/03 10:29 AM,45 %,5,0,5
04/03 10:33 AM,36 %,4,0,4
04/03 10:37 AM,27 %,3,0,3
04/03 10:43 AM,36 %,4,0,4
04/03 10:45 AM,27 %,3,0,3
04/03 11:01 AM,36 %,4,0,4
04/03 11:32 AM,45 %,5,0,5
04/03 11:34 AM,36 %,4,0,4
04/03 11:35 AM,27 %,3,0,3
04/03 01:07 PM,36 %,4,0,4
04/03 01:36 PM,36 %,4,0,4
04/03 02:37 PM,27 %,3,0,3
04/03 09:25 PM,18 %,2,0,2
04/04 07:21 AM,27 %,3,0,3
04/04 07:23 AM,36 %,4,0,4
04/04 07:33 AM,45 %,5,0,5
04/04 08:34 AM,55 %,6,0,6
04/04 08:41 AM,45 %,5,0,5
04/04 09:00 AM,45 %,5,0,5
04/04 10:52 AM,55 %,6,0,6
04/04 10:55 AM,45 %,5,0,5
04/04 10:59 AM,55 %,6,0,6
04/04 12:49 PM,64 %,7,0,7
04/04 01:08 PM,73 %,8,0,8
04/04 01:24 PM,55 %,6,0,6
04/04 02:11 PM,64 %,7,0,7
04/04 02:42 PM,73 %,8,0,8
04/04 03:12 PM,64 %,7,0,7
04/04 04:16 PM,73 %,8,0,8
04/04 04:17 PM,64 %,7,0,7
04/04 04:26 PM,55 %,6,0,6
04/04 04:31 PM,64 %,7,0,7
04/04 04:39 PM,45 %,5,0,5
04/04 07:17 PM,27 %,3,0,3
04/04 08:15 PM,18 %,2,0,2
04/04 09:13 PM,27 %,3,0,3
04/04 09:16 PM,9 %,1,0,1
04/05 07:23 AM,18 %,2,0,2
04/05 07:35 AM,18 %,2,0,2
04/05 07:35 AM,18 %,2,0,2
04/05 07:38 AM,9 %,1,0,1
04/05 08:30 AM,18 %,2,0,2
04/05 09:11 AM,27 %,3,0,3
04/05 09:14 AM,18 %,2,0,2
04/05 09:24 AM,27 %,3,0,3
04/05 10:08 AM,36 %,4,0,4
04/05 10:17 AM,18 %,2,0,2
04/05 10:30 AM,18 %,2,0,2
04/05 11:44 AM,27 %,3,0,3
04/05 11:46 AM,18 %,2,0,2
04/05 12:55 PM,27 %,3,0,3
04/05 01:38 PM,27 %,3,0,3
04/05 02:14 PM,36 %,4,0,4
04/05 02:15 PM,27 %,3,0,3
04/05 02:24 PM,27 %,3,0,3
04/05 04:32 PM,36 %,4,0,4
04/05 04:34 PM,27 %,3,0,3
04/05 06:16 PM,36 %,4,0,4
04/05 06:32 PM,27 %,3,0,3
04/05 06:43 PM,36 %,4,0,4
04/05 06:44 PM,0 %,0,0,0
04/07 03:15 PM,9 %,1,0,1
04/07 05:00 PM,0 %,0,0,0
04/10 08:12 AM,10 %,1,0,1
04/10 08:14 AM,20 %,2,0,2
04/10 08:15 AM,10 %,1,0,1
04/10 09:31 AM,30 %,3,0,3
04/10 10:13 AM,40 %,4,0,4
04/10 10:21 AM,30 %,3,0,3
04/10 10:51 AM,20 %,2,0,2
04/10 11:45 AM,30 %,3,0,3
04/10 12:59 PM,40 %,4,0,4
04/10 02:05 PM,20 %,2,0,2
04/10 02:25 PM,10 %,1,0,1
04/10 02:45 PM,20 %,2,0,2
04/10 04:21 PM,10 %,1,0,1
04/11 07:24 AM,20 %,2,0,2
04/11 07:29 AM,30 %,3,0,3
04/11 08:24 AM,30 %,3,0,3
04/11 08:39 AM,30 %,3,0,3
04/11 08:50 AM,40 %,4,0,4
04/11 10:25 AM,30 %,3,0,3
04/11 10:29 AM,40 %,4,0,4
04/11 12:00 PM,50 %,5,0,5
04/11 12:00 PM,50 %,5,0,5
04/11 01:18 PM,50 %,5,0,5
04/11 02:23 PM,50 %,5,0,5
04/11 02:50 PM,50 %,5,0,5
04/11 03:16 PM,40 %,4,0,4
04/11 03:56 PM,30 %,3,0,3
04/11 04:38 PM,40 %,4,0,4
04/11 04:40 PM,30 %,3,0,3
04/11 05:16 PM,40 %,4,0,4
04/11 05:32 PM,30 %,3,0,3
04/11 06:02 PM,20 %,2,0,2
04/11 06:24 PM,10 %,1,0,1
04/12 06:49 AM,20 %,2,0,2
04/12 06:52 AM,10 %,1,0,1
04/12 08:13 AM,20 %,2,0,2
04/12 08:15 AM,30 %,3,0,3
04/12 08:32 AM,40 %,4,0,4
